level_0,index,Time_submitted,content,Rating,Total_thumbsup,Reply,sentiment,lengthContent,Language,reviewId,topics
29567,31756,2022-04-20 18:48:03,Glitches have been unbearable in the past few weeks other than that I think that Spotify is still the best streaming service that would deserve a 5 star rating,3,0,,1,159,en,29356,"['app', 'songs', 'music', 'spotify', 'song', 'just', 'play', 'ads', 'like', 'listen', 'premium', 'playlist', 'good', 'don', 'great', 'use', 'fix', 'phone', 'playing', 'want', 'annoying', 'really', 'update', 'doesn', 'playlists']"
17471,18957,2022-05-24 08:28:07,"Great app, but one problem is making playlists. I don't need it to add songs in my playlists.",3,0,,1,93,en,17345,"['app', 'songs', 'song', 'music', 'like', 'play', 'playlist', 'spotify', 'just', 'listen', 'playing', 'don', 'good', 'ads', 'fix', 'want', 'premium', 'time', 'really', 'love', 've', 'annoying', 'phone', 'listening', 'update']"
25039,27004,2022-05-01 04:41:55,"2 current issues: I have it shuffle my Playlist, doesn't even play through it once completely before it starts playing songs not on my Playlist. I expect to hear this Playlist at least twice before other songs get jumbled in. 2- an ad pops up with the message ""watch this ad for 30 minutes uninterrupted listening"" one song later, a couple 30 and 15 second ads start playing. False advertising there.",3,2,,1,400,en,24867,"['app', 'songs', 'song', 'music', 'like', 'play', 'playlist', 'spotify', 'just', 'listen', 'playing', 'don', 'good', 'ads', 'fix', 'want', 'premium', 'time', 'really', 'love', 've', 'annoying', 'phone', 'listening', 'update']"
42169,44476,2022-03-16 13:41:14,Premium is a great product. The app itself is prone is crashes and bugs.,3,1,,1,72,en,41928,"['works daily crashes', 'issues broken interactions', 'issues broken', 'interactions overall app', 'interactions overall', 'great works daily', 'works daily', 'great product app', 'great product', 'premium great product', 'experience android subpar', 'experience android', 'daily crashes issue', 'daily crashes', 'lots issues broken', 'crashes issue', 'crashes bugs app', 'product app prone', 'subpar lots', 'subpar lots issues', 'app prone', 'app prone crashes', 'android subpar lots', 'app experience android', 'android subpar']"
23552,25442,2022-05-05 14:01:13,Wonky unstable unintuitive badly organized app. Definitely could use some improvement.,3,0,,1,86,en,23390,"['improvement', 'definitely', 'play letting', 'pick left music', 'left music podcasts', 'play letting playlists', 'organized app definitely', 'overall just buggy', 'ok doesn work', 'organized app', 'ok doesn', 'needs major improvement', 'needs major', 'money annoying ads', 'money annoying', 'mobile friendly great', 'mobile friendly', 'major improvement', 'listening does allow', 'listening does', 'link doesn work', 'limited skips demand', 'play mobile friendly', 'good app fan', 'worth integration']"
20128,21796,2022-05-15 20:54:30,"I love Spotify but I have one problem. When I search most songs I've downloaded or stuff, I don't know what playlist(s) they are in. It would be nice to add a feature that a searched song will show the playlists of yours they are in. Just my thoughts.",3,0,,1,251,en,19990,"['app', 'songs', 'song', 'music', 'like', 'play', 'playlist', 'spotify', 'just', 'listen', 'playing', 'don', 'good', 'ads', 'fix', 'want', 'premium', 'time', 'really', 'love', 've', 'annoying', 'phone', 'listening', 'update']"
14102,15367,2022-06-03 11:06:18,"I don't know y but recently whenever I play a song , It comes out of the app and song got stopped.. I rebooted my phone and even uninstalled and reinstalled it .. But it still acting like that.. But excluding this . This app is actually good . Pls tell me what i can do , so it won't stop in a midway . It's really annoying..",3,0,,1,325,en,13992,"['app', 'songs', 'song', 'music', 'like', 'play', 'playlist', 'spotify', 'just', 'listen', 'playing', 'don', 'good', 'ads', 'fix', 'want', 'premium', 'time', 'really', 'love', 've', 'annoying', 'phone', 'listening', 'update']"
24116,26044,2022-05-03 20:37:59,Doesn't allow me to play music from mixes on demand at times.,3,0,,1,61,en,23950,"['won let', 'let', 'won let play', 'let play songs', 'hate new', 'won', 'let play', 'let turn', 'things playlist stop', 'putting stuff', 'list created', 'list created keeps', 'like won let', 'works keeps adding', 'listen songs try', 'stuff playlist won', 'mixes demand', 'stuff play list', 'mixes demand times', 'music mixes demand', 'music rid won', 'stop hate new', 'new update shuffle', 'let chuse song', 'play hate new']"
1706,1872,2022-07-05 14:58:52,I should have Given you 5 Star. But I rather give 3 star. Because Spotify is a excellent App. But the monthly payment is extremely expensive $9.99 .you guys should do like $5 .So to have many subscribers. e. g Am 37 years old and if I will be listening to music for about 20 to come. How much will it cost in twenty years of my living on this Earth?,3,0,,1,349,en,1693,"['app', 'songs', 'song', 'music', 'like', 'play', 'playlist', 'spotify', 'just', 'listen', 'playing', 'don', 'good', 'ads', 'fix', 'want', 'premium', 'time', 'really', 'love', 've', 'annoying', 'phone', 'listening', 'update']"
3285,3618,2022-07-01 15:08:41,"Like it, is good shows lyrics, but kina bad that u can't individually download songs",3,0,,1,84,en,3263,"['app', 'songs', 'music', 'spotify', 'song', 'just', 'play', 'ads', 'like', 'listen', 'premium', 'playlist', 'good', 'don', 'great', 'use', 'fix', 'phone', 'playing', 'want', 'annoying', 'really', 'update', 'doesn', 'playlists']"
34792,37091,2022-04-13 04:28:02,Always really liked the app. But now the controll bar with the play/pause button is suddenly gone. Highly frustrating.,3,0,,1,118,en,34566,"['highly frustrating', 'times lately playing', 'times lately', 'suddenly gone highly', 'suddenly gone', 'showing frustrating important', 'showing frustrating', 'scrolling annoying usually', 'scrolling annoying', 'playlist applet dissapear', 'playlist applet', 'playing bar hasn', 'liked app controll', 'lately playing bar', 'lately playing', 'important app pause', 'important app', 'highly frustrating changed', 'hasn showing frustrating', 'hasn showing', 'good times lately', 'gone highly frustrating', 'gone highly', 'frustrating important app', 'frustrating important']"
23915,25832,2022-05-04 12:05:43,It's a really great app. I love how fast they update the songs and playlists and all that but a dislike button would be nice. So that when songs are disliked there not only remove from playlists and also not suggested in another playlists.,3,0,,1,239,en,23752,"['app', 'songs', 'song', 'music', 'like', 'play', 'playlist', 'spotify', 'just', 'listen', 'playing', 'don', 'good', 'ads', 'fix', 'want', 'premium', 'time', 'really', 'love', 've', 'annoying', 'phone', 'listening', 'update']"
53873,56194,2022-02-01 14:47:14,Everything is perfect just one verry annoying thing is that there are a lot of ads between your song.,3,0,,1,101,en,53612,"['app', 'songs', 'song', 'music', 'like', 'play', 'playlist', 'spotify', 'just', 'listen', 'playing', 'don', 'good', 'ads', 'fix', 'want', 'premium', 'time', 'really', 'love', 've', 'annoying', 'phone', 'listening', 'update']"
42594,44902,2022-03-14 10:30:56,"Even if I just play music on the Spotify desktop app on my laptop, the battery drain is significant on my phone where Spotify app is also installed. Is it due to the connected device feature? The Battery usage metrics does seem to indicate that. Can this be fixed?",3,8,,1,264,en,42351,"['app', 'songs', 'song', 'music', 'like', 'play', 'playlist', 'spotify', 'just', 'listen', 'playing', 'don', 'good', 'ads', 'fix', 'want', 'premium', 'time', 'really', 'love', 've', 'annoying', 'phone', 'listening', 'update']"
23265,25136,2022-05-06 07:13:58,it's okay but you have to pay for premium if you want to actually have the freedom of choosing what song you want to listen to. very inconvenient for people who don't have the ability to pay for a membership,3,0,,1,207,en,23103,"['credit card', 'credit', 'free trial', 'trial', 'card', 'song want', 'free', 'song want listen', 'pay', 'outside genres completely', 'try wait pay', 'music company', 'music company money', 'pay membership need', 'pay good want', 'try wait', 'need credit', 'need credit card', 'youtube pandora ads', 'pandora ads', 'pandora ads ridiculous', 'outside genres', 'okay pay premium', 'okay pay', 'offer deals']"
32442,34734,2022-04-15 16:08:23,Gotten really buggy lately. I notice it when connecting with my car through Android auto. But then also sometimes when I'm just trying to switch songs or Playlist it just bugs out and crashes,3,0,,1,191,en,32219,"['app', 'songs', 'music', 'spotify', 'song', 'just', 'play', 'ads', 'like', 'listen', 'premium', 'playlist', 'good', 'don', 'great', 'use', 'fix', 'phone', 'playing', 'want', 'annoying', 'really', 'update', 'doesn', 'playlists']"
21021,22760,2022-05-13 04:17:01,What's the point of paying $127 a year if I can't even listen to certain songs but on SoundCloud I can.,3,1,,1,103,en,20875,"['127', 'money listen want', 'moving tidal', 'pay money listen', 'paying 127', 'paying 127 year', 'playlist probably moving', 'playlists seriously', 'playlists seriously really', 'point paying', 'point paying 127', 'possibly ask', 'possibly ask pay', 'probably moving', 'probably moving tidal', 'really basic', 'really basic things', 'listen want playlist', 'limited skips shuffle', 'shuffle playlists seriously', 'wouldn bought subscription', 'wouldn bought', 'wasn going able', 'wasn going', 'want playlist probably']"
21746,23515,2022-05-10 18:48:46,How do I prevent my playlist from repeating the same songs in rotation? Has been an issue of mine for some time now. Any help is appreciated.,3,0,,1,141,en,21597,"['app', 'songs', 'music', 'spotify', 'song', 'just', 'play', 'ads', 'like', 'listen', 'premium', 'playlist', 'good', 'don', 'great', 'use', 'fix', 'phone', 'playing', 'want', 'annoying', 'really', 'update', 'doesn', 'playlists']"
41490,43797,2022-03-19 15:12:10,"Spotify on Android Auto needs to be updated. It's hard to use and lacks features. In my opinion adding more features like playlist sorting options (most recent or date added), the ability to pin specific playlists or podcasts, and a smoother scrolling option in playlists would increase usability while driving.",3,9,,1,311,en,41252,"['app', 'songs', 'music', 'spotify', 'song', 'just', 'play', 'ads', 'like', 'listen', 'premium', 'playlist', 'good', 'don', 'great', 'use', 'fix', 'phone', 'playing', 'want', 'annoying', 'really', 'update', 'doesn', 'playlists']"
456,499,2022-07-08 12:58:12,App is good but had lot of trouble logging in once logged out,3,0,,1,61,en,453,"['happening years wish', 'wish fix good', 'wish fix', 'trouble logging logged', 'lot trouble logging', 'logging logged constant', 'logging logged', 'logged constant crashes', 'logged constant', 'issues happening years', 'issues happening', 'years wish', 'happening years', 'years wish fix', 'app good lot', 'bugs issues', 'crashes bugs issues', 'bugs issues happening', 'constant crashes bugs', 'crashes bugs', 'good lot trouble', 'trouble logging', 'lot trouble', 'good lot', 'constant crashes']"
50854,53172,2022-02-11 15:33:03,"Can you please bring out the volume control from the ""Devices Icon"" ? Its really not convenient to every time click devices icon and then slide the volume bar. Please bring the volume slider to the ""Now playing"" page",3,0,,1,216,en,50597,"['devices icon', 'bring volume', 'volume', 'icon', 'icon really convenient', 'icon slide', 'lose premium', 'icon slide volume', 'page app', 'lose premium membership', 'volume slider', 'pause shuffle', 'pause shuffle repeat', 'play pause shuffle', 'playing page app', 'playing title', 'playing title app', 'really convenient', 'really convenient time', 'page app continues', 'repeat features fix', 'volume bar bring', 'volume bar', 'track play pause', 'track play']"
29614,31803,2022-04-20 17:27:24,"Using it all the times but the remote function from my Galaxy Watch is not working, which is one of the main reasons i bought it for!!!",3,0,,1,135,en,29403,"['app', 'songs', 'music', 'spotify', 'song', 'just', 'play', 'ads', 'like', 'listen', 'premium', 'playlist', 'good', 'don', 'great', 'use', 'fix', 'phone', 'playing', 'want', 'annoying', 'really', 'update', 'doesn', 'playlists']"
33338,35634,2022-04-14 15:50:58,"Spotify is a great platform, but after the last update, it's so slow. It doesn't load anything at all sometimes. Sometimes it plays music, but not display the little bar at the bottom where I can control the music.",3,0,,1,214,en,33115,"['app', 'songs', 'music', 'spotify', 'song', 'just', 'play', 'ads', 'like', 'listen', 'premium', 'playlist', 'good', 'don', 'great', 'use', 'fix', 'phone', 'playing', 'want', 'annoying', 'really', 'update', 'doesn', 'playlists']"
47345,49659,2022-02-25 19:45:26,"Has been a great app for years, but latest update has made it extremely slow with random crashes while connected to Bluetooth.",3,4,,1,126,en,47095,"['app', 'songs', 'music', 'spotify', 'song', 'just', 'play', 'ads', 'like', 'listen', 'premium', 'playlist', 'good', 'don', 'great', 'use', 'fix', 'phone', 'playing', 'want', 'annoying', 'really', 'update', 'doesn', 'playlists']"
52661,54980,2022-02-05 14:02:11,Ads just because of ads you've lost 2 stars other than that it's fine,3,0,,1,69,en,52403,"['app', 'songs', 'song', 'music', 'like', 'play', 'playlist', 'spotify', 'just', 'listen', 'playing', 'don', 'good', 'ads', 'fix', 'want', 'premium', 'time', 'really', 'love', 've', 'annoying', 'phone', 'listening', 'update']"
15077,16406,2022-05-31 07:18:11,"Good ,but that many adds is unnecessary and of recent it keeps glitching on my computer: it plays the first couple of seconds of the song over and over and the layout becomes all messed up (hard to describe).However it is a great app if you want free music and premium isn't necessary even if you do have to deal with all the adds and not being able to listen without WiFi.",3,8,,1,373,en,14960,"['app', 'songs', 'music', 'spotify', 'song', 'just', 'play', 'ads', 'like', 'listen', 'premium', 'playlist', 'good', 'don', 'great', 'use', 'fix', 'phone', 'playing', 'want', 'annoying', 'really', 'update', 'doesn', 'playlists']"
58116,60438,2022-01-15 16:54:17,"Easy to use, but wont allow me to change songs or pause anymore on my lock screen since that last update.",3,0,,1,105,en,57849,"['app', 'songs', 'song', 'music', 'like', 'play', 'playlist', 'spotify', 'just', 'listen', 'playing', 'don', 'good', 'ads', 'fix', 'want', 'premium', 'time', 'really', 'love', 've', 'annoying', 'phone', 'listening', 'update']"
426,467,2022-07-08 14:27:03,Great app find all songs i like and new ones but tired of being double charged for the premium package about to uninstall,3,0,,1,121,en,424,"['app', 'songs', 'music', 'spotify', 'song', 'just', 'play', 'ads', 'like', 'listen', 'premium', 'playlist', 'good', 'don', 'great', 'use', 'fix', 'phone', 'playing', 'want', 'annoying', 'really', 'update', 'doesn', 'playlists']"
36440,38741,2022-04-10 22:44:52,"Great selection of songs and new music to discover. Correction, ever since it updated it has become rather troublesome. Music starts and stops, controls disappear, won't give information on any particular track are the worst of the issues.",3,1,,1,239,en,36212,"['app', 'songs', 'music', 'spotify', 'song', 'just', 'play', 'ads', 'like', 'listen', 'premium', 'playlist', 'good', 'don', 'great', 'use', 'fix', 'phone', 'playing', 'want', 'annoying', 'really', 'update', 'doesn', 'playlists']"
